sent0,sent1,hard_neg
Pertamina Bantah Mengurangi Kuota BBM Bersubsidi Di Wilayah Solo Raya dan DI Yogyakarta,"  Kami tetap menyediakan solar, dari bio solar, Dextlite dan Pertamina Dex",Banyak Data Orang Meninggal Dunia Akibat Vaksin Covid-19
PNS dan Guru Dilaporkan Terbanyak Sebar Hoaks di Medsos," ""Terlapor terbanyak berprofesi sebagai dosen ASN, kemudian diikuti oleh PNS Pemerintah Pusat, PNS Pemerintah Daerah dan guru,"" kata Ridwan dalam situs Sekretariat Kabinet, Jumat (8/6)",Foto “Lagi lagi corona tka cina makasih banyak yang datang ke Indonesia trs bawa amunisi”
"Pilkada Sleman, DWS: Hampir Setengah APBD buat Belanja Pegawai?","  Jika ditotal, anggaran belanja pegawai langsung dan tak langsung senilai Rp1",Akun Whatsapp Wakil Bupati Serdang Adlin Umar Yusri T “+6285290137797”
Klarifikasi Video TKA China Mengukur Tanah,  Video yang telah dibagikan sebanyak 26 ribu kali itu disertai narasi yang menyebutkan bahwa WNA China itu datang tiba-tiba dan langsung mengukur tanah di daerah tersebut,Ternyata Biaya untuk Cuci Ginjal Kurang dari 10.000
Benarkah selama puluhan tahun banyak perusahaan besar meninggalkan limbah dan tidak membayar pajak?,"Menurut Peneliti yayasan lingkungan hidup Auriga, Iqbal Damanik, tingkat kepatuhan Wajib Pajak (WP) Badan di sektor perkebunan sawit masih rendah",Link Pengecekan Penerima Bansos dengan NIK E-KTP
" Benar, Cabup Barru Malkan Amin Meninggal Dunia di RSUP Wahidin Sudirohusodo","Direktur RSUP Wahidin Sudirohusodo, dr Khalik Saleh membenarkan meninggalnya Calon Bupati Kabupaten Barru, Provinsi Sulawesi Selatan, Andi Malkan Amin",Ibu Iriana Dapat Kalung dari Raja Salman dan Diserahkan ke KPK
Klarifikasi KPK Terkait Foto Setya Novanto Tanpa Baju Tahanan," id, Juru Bicara KPK Febri Diansyah mengatakan, perihal Setnov tidak menggunakan baju tahanan KPK dikarenakan mantan Ketua Umum Golkar tersebut sudah bukan tahanan KPK melainkan tahanan Lapas Sukamiskin dan terkait Setnov beredar di luar itu dikarenakan yang bersangkutan tengah dipanggil Pengadilan Tindak Pidana Korupsi (Tipikor) Jakarta untuk terdakwa Irvanto Hendra Pambudi dan Made Oka Masagung pada Selasa (18/9)",Minggu 21 Juni 2020 Baim Wong Rilis Hadiah Buat 500 Orang Pemenang
BPJS Hentikan Meng-cover Biaya Pengobatan Kanker,"  Selama ini, Edy menggunakan BPJS Kesehatan untuk proses pengobatan istrinya",Foto Banjir di Kalimantan Selatan
"Sebagian Benar, Klaim Jokowi Soal Hampir Tidak Ada Konflik Pembebasan Lahan", Adhityani Putri dari Yayasan Indonesia Cerah menegaskan bahwa konflik akibat pembebasan lahan masih cukup terjadi,Pesan Berantai Bantuan Sosial dari Bank BJB 
Video Pemotor yang Melintas di JLNT Casablanca Tak Ditilang Polisi Karena Punya Black Card," ""Nggak ada itu (pemotor tak ditilang karena punya 'black card'),"" ujar Dirlantas Polda Metro Jaya Kombes Yusuf",Motor Terbakar Di Yogyakarta Karena Hand Sanitizer
"Jokowi : ""Indonesia adalah negara penduduk muslim terbesar""","  Dari 205 juta penduduk Indonesia, dilaporkan sedikitnya 88,1 persen beragama Islam",Video “Lagi macet Di Rampok pakai pistol/senjata api di pasar ikan Penjaringan Jakarta Utara”
Kementerian PUPR Beri Klarifikasi Perihal Isu Pengambilalihan Proyek Enam Ruas Tol di DKI Jakarta," id, Menteri PUPR Basuki Hadimuljono membantah telah mengambil proyek ruas enam tol di DKI Jakarta",Usia 50 ke Atas Dilarang Masuk Mal Hingga Makan di Kafe pada Fase New Normal
Klarifikasi Tokopedia Terkait Isu Kebocoran Data,  “Tokopedia tidak pernah menjual data pelanggan kepada pihak manapun,"Hindari Mobilisasi Militer, Seorang Pria di Rusia Bersembunyi di Dalam Kulkas"
Prabowo Sebut Pembangunan Era Jokowi Tak Efisien, Prabowo juga mengkritisi cara pemerintah sekarang yang banyak membangun infrastruktur dengan cara menambah utang,Video Ribuan Ikan Datangi Pantai Gaza
"Penggalian Saluran Air di Penjaringan, Jakarta Utara Bukan Proyek Palyja"," Erlan menjelaskan proyek ini merupakan pembangunan jaringan distribusi pipa ke Rusun Penjaringan Tower 1 dan 2 Blok E, F, G di Jalan Tanjung Wangi/ Tanah Pasir",Uya Kuya Meninggal Dunia
"Benarkah pernyataan Calon Presiden Joko Widodo bahwa Pemerintah Indonesia telah menguasai sumber daya alam strategis seperti Blok Mahakam, Blok Rokan dan Freeport?"," Peralihan saham dinyatakan sah setelah adanya penandatanganan Sales and Purchase Agreement(SPA) antara Inalum, Freeport McMoRan Inc, dan PT Rio Tinto Indonesia",Parasit Hydra dalam vaksin Covid 19
BPJS Hentikan Meng-cover Biaya Pengobatan Kanker," Hanya saja, menurut Arief, memang tidak semua obat ditanggung untuk BPJS",KFC Bagikan Voucher Rayakan HUT ke 71
Berpose Foto Salam Dua Jari Memakai Rompi Bawaslu,"  dari ketiga orang yang difoto, dua orang bergaya salam dua jari",Pesan WhatsApp Bantuan BPJS Kesehatan Sebesar Rp75 Juta
"Benarkah pernyataan Calon Presiden Joko Widodo bahwa Pemerintah Indonesia telah menguasai sumber daya alam strategis seperti Blok Mahakam, Blok Rokan dan Freeport?", PT Chevron Pacific Indonesia mengelola Blok Rokan sejak tahun 1924 dan melakukan produksi pertama pada tahun 1952,Kedinkes Semarang Menyebar Undangan Rapat Kerja Peningkatan Kinerja Tenaga Kesehatan via WhatsApp
PAC PDIP Tenggilis Mejoyo Surabaya tangkap pelaku politik uang di Kendangsari, Kasus politik uang ini sudah dilaporkan ke Panwascam Tenggilis Mejoyo,"Bima Sakti di Atas Kuil Luxor, Mesir"
Benarkah selama puluhan tahun banyak perusahaan besar meninggalkan limbah dan tidak membayar pajak?,  18 trilyun jika ditambahkan dengan vonis denda dalam kasus pembalakan liar,Foto Wajah Semut di Bawah Mikroskop Elektron
Benarkah Polisi Menurunkan Bendera-bendera Peserta Piala Dunia 2018 di Kabupaten Sorong?," com, Polres Sorong membenarkan telah memerintahkan jajaran Polresta hingga Polsek untuk menurunkan bendera-bendera negara peserta Piala Dunia 2018 dari rumah warga",Akun Facebook Bupati Sintang Jarot Winarno
"The Guardian: ""'Saya merasa jijik': di dalam pabrik akun Twitter palsu di Indonesia""","""'Tim Buzzer' adalah bagian dari politik yang sedang berkembang, membantu memecah belah agama dan rasial"", selengkapnya di bagian REFERENSI",Berkumur dengan Air Rebusan Daun Jeruk Nipis dan Garam Solusi Sakit Gigi Seumur Hidup
"Jokowi : ""Indonesia adalah negara penduduk muslim terbesar""","Dalam laporan Pew Research, sebuah lembaga riset global, mencatat pada 2010 Indonesia memang menempati urutan teratas sebagai negara dengan populasi muslim terbesar di Dunia",Artikel Polisi Babak Belur Dihajar Masa
Klarifikasi Dinas Bina Marga DKI Jakarta Terkait Anggaran Rp56 Miliar Untuk Bangun 3 JPO," Tiga JPO yang menjadi prioritas di Jalan Sudirman, Yusmada menambahkan, ialah JPO Ratu Plaza, JPO Gelora Bung Karno, dan JPO Polda Metro Jaya",Link BBM Subsidi Pertamina
Video Pemotor yang Melintas di JLNT Casablanca Tak Ditilang Polisi Karena Punya Black Card, Yusuf mengatakan pemotor tersebut telah ditilang polisi di titik JLNT sebelumnya,Nomor Whatsapp dan Akun Blog Kepala BKN Bima Haria Wibisana
Klarifikasi Tokopedia Terkait Isu Kebocoran Data,  Ia mengungkapkan bahwa informasi pada situs yang mengaku memperjualbelikan data tak benar,Kurir Tetap Bekerja Meski Terpapar Covid-19
Kantor Staf Kepresidenan Mengklarifikasi Bahwa Tidak Ada Dokumen Penting Negara yang Hilang Pada Kasus Pencurian Terhadap Stafnya,"  Bagi KSP, hampir semua pekerjaan-pekerjaan itu justru kami umumkan",Program Mudik Sehat PSBB 2020 Oleh Big Bird
Jokowi: Kapal Nelayan di Bawah 10 GT Tidak Perlu Izin," ""Dalam setiap kesempatan dan kunjungan saya selalu ingatkan dan tegaskan bahwa aturan untuk kapal nelayan berukuran di bawah 10 GT bebas dari masalah perizinan, jadi bisa langsung melaut,"" kata Susi di hadapan mahasiswa dan civitas akademika Universitas Halu Oleo (UHO) Kendari, Sulawesi Tenggara (Sultra), Sabtu (16/9)",Lowongan Dinas Pendidikan Kota Bogor
"Pilkada Sleman, Sri: Merapi Siaga, Warga Rentan Sudah Diungsikan?","  Hingga Kamis (12/11/2020) malam, warga lereng Gunung Merapi yang mengungsi di barak pengungsian Balai Kalurahan Glagaharjo sudah mencapai 203 orang",KTP Bernama Selamat Idul Adha
Pertamina Tidak Bangkrut,Pihak PT Pertamina (Persero) memberikan tanggapannya atas isu yang menyatakan perusahaan tersebut akan bangkrut,Foto “SUDJIATMI DISIKSA DI ALAM BARZAKH”
Mahasiswa UnSri meninggal dunia setelah terjatuh dari lantai tiga apartemen Unsri," Terkait aksi demo pada tanggal 24 September 2019 di Palembang, Polisi dan BEM Universitas Sriwijaya (Unsri) sudah menyatakan bahwa tidak ada korban meninggal dunia dalam aksi demo tersebut",Video “Mike Tyson salat di kafe yang pemiliknya melarang orang muslim masuk ke kafenya”
Susu Kental Manis Tidak Cocok untuk Anak, 3) disetarakan dengan produk susu lain sebagai penambah atau pelengkap zat gizi,Judul Berita ITV tentang Efek Samping Vaksin yang Membuat Wajah Menjadi Merah
Informasi Pihak Kepolisian Akan Bubarkan Warga yang Salat Idul Adha di Jembatan Ampera," Direktur Direktorat Lalulintas Polda Sumsel Kombes Pol M Taslim Chairuddin, memastikan Sholat Idul Adha yang rencananya akan dilaksanakan di Masjid Agung Palembang dan sekitarnya akan tetap bisa dilaksanakan masyarakat Palembang",“negara SOMALIA pernah mencetak bentuk Mata uang Koin bergambar Wajah Pendiri NU Kyai Haji Hasyim Asyari”
4 Unicorn Indonesia yang Dibanggakan Jokowi,"Menteri Komunikasi dan Informatika, Rudiantara, menyebut Indonesia telah memiliki empat startup unicorn yang digadang akan naik level menjadi decacorn",Video Kapal Perang Rusia Moskva Meledak Akibat Serangan Rudal Ukraina
Benarkah pernyataan Calon Presiden Joko Widodo bahwa Indonesia kini berhasil menduduki tujuan wisata halal nomor satu di dunia?,"  Pada 2026, kontribusi sektor pariwisata halal diperkirakan melonjak sebesar 35% menjadi US$300 miliar terhadap perekonomian global, meningkat dari US$220 miliar di tahun 2020",Soimah Bagikan Rp 50 Juta Hanya Dengan Tebak Nama Kota di Facebook
Benarkah pernyataan Calon Presiden Joko Widodo bahwa Indonesia kini berhasil menduduki tujuan wisata halal nomor satu di dunia?," CEO Crescent Rating dan Halal Trip Fazal Bahardeen mengatakan Indonesia berhasil menduduki posisi teratas dalam indeks melalui serangkaian upaya yang telah dilakukan Kementerian Pariwisata Indonesia dalam berinvestasi di industri pariwisata dan perjalanan, serta pengembangan infrastruktur ramah wisatawan muslim",Hoaks Surat Pemanggilan Seleksi Pegawai Pertamina
Belum Ada Susunan Resmi Tim Kampanye/Pemenangan Pasangan Prabowo-Sandi Hingga Kini (21 Agustus 2018),"Atas beredarnya nama-nama yang diklaim akan menjadi bagian dari tim kampanye/pemenangan Pasangan Calon Presiden (Capres) dan Calon Wakil Presiden (Cawapres) Prabowo Subianto dan Sandiaga Salahuddin Uno, pihak Partai Pengusung pasangan tersebut memberikan klarifikasi", Muncul Awan Berbentuk Angka 2 Saat Pilkada Depok
Kementerian PUPR Beri Klarifikasi Perihal Isu Pengambilalihan Proyek Enam Ruas Tol di DKI Jakarta,"  Tol itu urusannya dari dulu BPJT dan PUPR, bukan dengan pemda,” kata Menteri Basuki",Lowongan Sukarelawan Covid-19 RSUD Dr. Soetomo Surabaya
"Rohani Sebut Pertumbuhan Ekonomi SBT Paling Rendah di Maluku, Akademisi Buka Data 2015-2019"," Dia menjelaskan, ada beberapa faktor penyumbang pertumbuhan ekonomi kabupaten SBT sehingga mengalami situasi seperti saat ini, diantaranya tingkat konsumsi yang menurun",“Lagu “corona” dr Bimbo.. lagu 30 tahun yang lalu jadi kenyataan sekarang”
Belum Ada Susunan Resmi Tim Kampanye/Pemenangan Pasangan Prabowo-Sandi Hingga Kini (21 Agustus 2018),"  “Kita dari DPP belum pernah merilis tentang tim pemenangan, saya mau koreksi","“Para TKA Cina itu Akhirnya Akan Bisa Membuat Dokumen Apapun dari Barak, Mess atau Apartemennya”"
Video Pemotor yang Melintas di JLNT Casablanca Tak Ditilang Polisi Karena Punya Black Card, Yusuf menegaskan tak ada pemotor yang mendapatkan perlakuan khusus,Devils Tower di Wyoming Amerika Serikat Adalah Pohon Purba
Prabowo Sebut Pembangunan Era Jokowi Tak Efisien," =============Prabowo Sebut Membayar Utang Itu Jadi Beban EkonomiCalon Presiden (Capres) Prabowo Subianto mengaku memiliki strategi dalam pembangunan infrastruktur, jika terpilih menjadi presiden",Akun WhatsApp Kapolres Muaro Jambi bernomor “081253469551”
"Surat Suara Ditemukan Sudah Tercoblos di TPS Malaka, Begini Faktanya",  Hal tersebut berdasarkan dari pernyataan Ketua Badan Pengawas Pemilu (Bawaslu) Lombok Utara Adi Hermanto yang membenarkan bahwa adanya laporan surat suara yang telah tercoblos di TPS Malaka,Akun Facebook Ketua KPU RI “Arief Budiman”
Lahan Hutan Prabowo Ratusan Ribu Hektare,Prabowo di akhir debat mengakui soal kepemilikan lahan ini,Judi Casino Halal di Arab Saudi
Kementerian PUPR Beri Klarifikasi Perihal Isu Pengambilalihan Proyek Enam Ruas Tol di DKI Jakarta,Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) memberikan klarifikasi atas kabar yang menyebutkan telah mengambilalih proyek enam ruas tol di DKI Jakarta,Musisi Armand Maulana Meninggal Dunia pada Kamis 11 Februari 2021
Benarkah pernyataan Calon Presiden Joko Widodo bahwa Indonesia kini berhasil menduduki tujuan wisata halal nomor satu di dunia?," Laporan GMTI 2019 menunjukkan bahwa tahun ini Singapura terus mempertahankan posisinya sebagai destinasi wisata halal ramah muslim teratas di kalangan negara-negara non-OKI diikuti Thailand, Inggris, Jepang, dan Taiwan",Kangkung yang Mematikan dan Membawa Malapetaka
Klarifikasi Tokopedia Terkait Isu Kebocoran Data,"  “Informasi publik tersebut akan dinonaktifkan demi mencegah penyalahgunaan data,” jelas Nuraini",Foto Ikan Hiu Lompat dari Laut
Klarifikasi Temuan Tim Investigasi Unnes Terkait Dugaan Plagiarisme Rektor Unnes,"  “Dari hasil penyelidikan, diketahui bahwa Fathur Rokhman tidak melakukan plagiat",Bantuan Uang Rp80 Juta dari Dinas KUKM Babel Melalui Telepon
"Pilkada Sleman, DWS: Hampir Setengah APBD buat Belanja Pegawai?"," 523,70, sedangkan anggaran belanja pegawai yang termasuk belanja langsung sebesar Rp225",SKEMA KEANGGOTAAN PLATFORM DIGITAL OLEH BANK INDONESIA
Klarifikasi Tokopedia Terkait Isu Kebocoran Data," Tak hanya itu, Nuraini juga mengatakan, Tokopedia tidak pernah menjual data pelanggan kepada pihak manapun",“CHINA Baru Saja Bangun Rumah Sakit 57 Lantai”
FPI Tidak Menyebarkan Spanduk Habib Rizieq Dukung Khilafah," Menurut Novel, pemasangan spanduk tersebut merupakan ulah oknum-oknum yang ingin memfitnah HRS dan FPI",“Kejadian di Hotel Gutian Street Wuhan”
Klarifikasi Tokopedia Terkait Isu Kebocoran Data,"Menanggapi isu telah terjadi kebocoran data di Tokopedia, Vice President of Corporate Communications Tokopedia, Nuraini Razak memberikan klarifikasinya","“Gunakan Bagian Putih Masker Di Luar Saat Tidak Sakit, Gunakan Bagian Biru Masker Di Luar Saat Sakit”"
Benarkah selama puluhan tahun banyak perusahaan besar meninggalkan limbah dan tidak membayar pajak?,"  Artinya ada potensi sebesar Rp 21,87 triliun potensi pajak yang hilang",“Wapres Amerika Mike Pence meminta umat Islam yang menuntut hukum syariah meninggalkan Amerika”
Benarkah pemerintahan Presiden Jokowi sudah memperkuat pertahanan dan keamanan di luar kawasan Pulau Jawa?,  Adapun pergantian nama satuan TNI yaitu Komando Armada RI Wilayah Barat (Koarmabar) menjadi Koarmada-I dan Komando Armada RI Wilayah Timur (Koarmatim) menjadi Koarmada-II,Rakyat Italia Buang Duit ke Jalan karena Sudah Tidak Berguna Akibat Virus COVID-19
"""Guru TK di Malaysia yang Terekam Aniaya Muridnya Ditangkap""","""Senin (13/8), kedua guru tersebut saat ini sudah ditahan oleh pihak kepolisian setempat untuk penyelidikan lebih lanjut",Kangkung yang Mematikan dan Membawa Malapetaka
"Pilkada Sleman, DWS: Hampir Setengah APBD buat Belanja Pegawai?",  Total belanja daerah itu dibagi menjadi dua: belanja tidak langsung dan belanja langsung,Kangkung yang Mematikan dan Membawa Malapetaka
Prabowo Sebut Pembangunan Era Jokowi Tak Efisien," Jokowi langsung membantah ucapan Prabowo, dan menyatakan sudah melakukan studi yang tepat",Tanaman Berbuah Telur Ayam
"Benarkah pernyataan Calon Presiden Joko Widodo bahwa Pemerintah Indonesia telah menguasai sumber daya alam strategis seperti Blok Mahakam, Blok Rokan dan Freeport?","PT Pertamina (Persero) mulai Senin, 1 Januari 2018, secara resmi mengelola Blok Mahakam di Kalimantan Timur",Dokter Italia Temukan Penyebab Covid-19 dari Bakteri Terpapar 5G
Prabowo Sebut Pembangunan Era Jokowi Tak Efisien," Lalu, ada pula laporan Bank Dunia yang lebih baru berjudul Indonesia Infrastructure Sector Assessment Program (InfraSAP) yang disebut ""mengkritik"" kualitas infrastruktur Indonesia",GEJALA DEMENSIA TIDAK BISA MELIHAT LINGKARAN PADA GAMBAR
Mahasiswa UnSri meninggal dunia setelah terjatuh dari lantai tiga apartemen Unsri,"Irfan Maulana Amrullah salah satu mahasiswa Universitas Sriwijaya (Unsri) asal Provinsi Jambi, jatuh dari lantai 3 Apartemen Putra Mahasiswa Unsri di Kompleks Apartemen Kampus Unsri Indralaya, Sabtu (14/9/19) siang",Uang Pecahan Rp 200 Ribu Resmi Diluncurkan
Mahasiswa UnSri meninggal dunia setelah terjatuh dari lantai tiga apartemen Unsri," Jenazah dimandikan dan disalatkan di rumah sakit, dan dikabarkan akan dibawa dengan ambulans ke rumah duka di Sungai Duren, Jambi",Akun Telegram PT Monex Investindo Futures
"Benarkah pernyataan Calon Presiden Joko Widodo bahwa Pemerintah Indonesia telah menguasai sumber daya alam strategis seperti Blok Mahakam, Blok Rokan dan Freeport?",  Wilayah kerja Mahakam tersebut akan dikelola oleh Pertamina Hulu Mahakam yang merupakan cucu perusahaan Pertamina,Loker Kasir dan Barista Starbucks
Amien Rais menyebut 74 persen tanah di Indonesia dikuasai segelintir orang.,"  Selain itu, riset Megawati Institute juga menunjukkan perkembangan Rasio Gini Lahan atau ketimpangan kepemilikan lahan di Indonesia pada 1973 sampai 2013",Pesan Berantai Larangan ke Kota Malang Akibat Covid-19
Lahan Hutan Prabowo Ratusan Ribu Hektare,  PT Belantara Pusaka (kehutanan & perkebunan)4,Video Penduduk Aborigin di Australia Menyambut Pemerintah dengan Busur dan Panah sebagai Bentuk Penolakan Vaksin Covid-19
Benarkah pemerintahan Presiden Jokowi sudah memperkuat pertahanan dan keamanan di luar kawasan Pulau Jawa?," Panglima TNI Marsekal Hadi Tjahjanto, Hadi menerangkan peresmian Satuan TNI Terintegrasi Natuna ini merupakan langkah finalisasi, salah satu program perencanaan strategis (renstra) jangka menengah untuk membangun kekuatan TNI yang diharapkan mampu memberikan daya tangkal (detterence effect) terhadap ancaman khususnya di perbatasan","Akun WhatsApp Pj Bupati Bireuen, Aulia Sofyan +62 81232722952"
Klarifikasi Temuan Tim Investigasi Unnes Terkait Dugaan Plagiarisme Rektor Unnes," com, Ketua tim investigasi Unnes, Prof","Pernyataan IDI tentang Daftar Minuman yang Menyebabkan Pengerasan Otak, Diabetes, dan Pengerasan Sumsum Tulang Belakang"
Ridwan Kamil Bantah Artikel “Ridwan Kamil: Di jawa Barat Kita Akan Mendata Siapa Saja Yang Tidak Mendukung Jokowi!!”,Artikel ini dibantah oleh Ridwan Kamil melalui akun facebook terverifikasi miliknya,"Mengonsumsi Pisang Dalam Sehari, Membuat Virus Corona Pergi"
Prabowo Sebut Pembangunan Era Jokowi Tak Efisien,"  Itu dimulai disiapkan pertengahan 2017,"" ujar Lestari Boediono, Senior Communication Officer Bank Dunia Indonesia saat dihubungi Liputan6",Pesan WhatsApp Giveaway dari TRANS7
Klarifikasi Tokopedia Terkait Isu Kebocoran Data," Nuraini menambahkan, bisnis Tokopedia berbasis pada reputasi dan kepercayaan",Gus Sholah Mendukung Prabowo
KH Asep Saifuddin Chalim Bantah Sebut Orang yang Menyarankan Memilih Gus Ipul Telah Berkhianat,"Pengasuh Pondok Pesantren (PP) Amanatul Ummah, Kecamatan Pacet, Kabupaten Mojokerto, KH Asep Saifuddin Chalim langsung menanggapi terkait quotes bergambar dirinya yang menyebutkan jika kyai sepuh mendukung Gus Ipul-Mbak Puti penghianat Allah dan rosul",Akun Facebook Bupati Purbalingga Meminta Uang dan Pulsa
Rio Rizki Bukan Peraih Medali Emas Termuda Di ASIAN Games 2018,  Fakta tanggal lahir sebenarnya dari Rio Rizki Darmawan ialah 27 November 1998,“Ditemukan sudah jadi es batu”
Benarkah pernyataan Calon Presiden Joko Widodo bahwa Indonesia kini berhasil menduduki tujuan wisata halal nomor satu di dunia?," ""Laporan ini menganalisa kesehatan dan pertumbuhan berbagai destinasi wisata ramah muslim berdasarkan 4 kriteria strategis yakni akses, komunikasi, lingkungan, dan layanan,"" katanya",Vaksin Covid-19 Buatan Pfizer Berbentuk Vape
"Jokowi : ""Indonesia adalah negara penduduk muslim terbesar""",  Jumlah penduduk yang besar ini sering juga menjadi kebanggaan termasuk Presiden Jokowi,Foto “Lagi lagi corona tka cina makasih banyak yang datang ke Indonesia trs bawa amunisi”
"Rohani Sebut Pertumbuhan Ekonomi SBT Paling Rendah di Maluku, Akademisi Buka Data 2015-2019",  Pertumbuhan ekonomi sejak tahun 2015 sampai saat ini pun terus melamban,Infomasi Biaya Denda Tilang Selama Operasi Zebra Semeru 2020
" Benar, Cabup Barru Malkan Amin Meninggal Dunia di RSUP Wahidin Sudirohusodo"," Meninggalnya Malkan Amin terkonfimasi melalui surat keterangan kematian yang dikeluarkan RSUP Wahidin Sudirohusodo, nomor rekam medik 720592, atas nama HM Malkan Amin, dengan tanggal lahir 11 Agustus 1948",Gambar Presiden Jokowi “Kalian Siap saya pimpin Tiga Periode”
Pertamina Bantah Mengurangi Kuota BBM Bersubsidi Di Wilayah Solo Raya dan DI Yogyakarta,"  Sebab, Andar menambahkan, kuota solar bersubsidi sudah ditetapkan oleh Pemerintah Pusat melalui Perpres Nomor 191 Tahun 2014","Foto “mesjid meledak saat sholat subuh, Sebanyak 50 Jamaah Meninggal Dunia”"
Susu Kental Manis Tidak Cocok untuk Anak,   Pengiklan juga dilarang menggunakan visualisasi bahwa produk susu kental dan analognya (kategori pangan 01,Video Penampakan Robot Perang Buatan Militer Amerika Serikat
"Penggalian Saluran Air di Penjaringan, Jakarta Utara Bukan Proyek Palyja", “Palyja tidak terlibat baik dalam hal pengerjaan maupun pengawasan proyek pipa Rusun Penjaringan ini,Video “Seorang Pria Di Inggris Yang Membenci Islam Memecahkan Kaca Jendela Masjid”
Benarkah selama puluhan tahun banyak perusahaan besar meninggalkan limbah dan tidak membayar pajak?," Dalam berbagai kasus dugaan pembakaran hutan antara tahun 2009 hingga 2012, perusahaan sawit Kallista Alam mengajukan banding terhadap hukuman denda senilai Rp",Uskup Katolik Jabodetabek Deklarasi Dukung Anies Baswedan Jadi Presiden
"Rohani Sebut Pertumbuhan Ekonomi SBT Paling Rendah di Maluku, Akademisi Buka Data 2015-2019"," Ditempat terpisah, Ketua Jurusan Ekonomi Pembangunan Universitas Pattimura Ambon Tedy Leasiwal mengaku, sesuai data penilitian terbaru tahun 2019, SBT memang berada dalam katagori daerah tertinggal",Kangkung yang Mematikan dan Membawa Malapetaka
Dinkes Aceh Membantah Atas Isu Pelajar Lumpuh Setelah Vaksin MR,"Atas kasus kaki seorang pelajar dari Kabupaten Pidie, Aceh, TM Helmi Sultansyah, tak dapat digerakkan setelah menerima imunisasi measles rubella (MR), pihak Dinas Kesehatan (Dinkes) Pemerintah Provinsi Aceh pun memberikan klarifikasi","Pesan WhatsApp Bupati Purwakarta, Anne Ratna Mustika Memberi Sumbangan"
FPI Tidak Menyebarkan Spanduk Habib Rizieq Dukung Khilafah, Dalam spanduk yang mencatut logo FPI dan gambar HRS tersebut tertulis ‘Indahnya Bersatu Dalam Naungan KHILAFAH ISLAMIYAH,JOKOWI BERHASIL CORET ISRAEL DARI PIALA DUNIA
"Benarkah pernyataan Calon Presiden Joko Widodo bahwa Pemerintah Indonesia telah menguasai sumber daya alam strategis seperti Blok Mahakam, Blok Rokan dan Freeport?", Blok Mahakam sebelumnya dikelola oleh Total E&P Indonesie (TEPI) dan INPEX Corporation,Akun Twitter Bill Gates Berkomentar Kasar Terkait Reuni 212
" Benar, Cabup Barru Malkan Amin Meninggal Dunia di RSUP Wahidin Sudirohusodo","  “Iya, beliau (Malkan Amin) wafat sekitar pukul 11",Pesan Berantai “Akhirnya p.Dhe hilang kesabarannya. Ucapan bajingan tolol memang keterlaluan”
Susu Kental Manis Tidak Cocok untuk Anak,"  Padahal, kebutuhan yang diharapkan dari susu, terutama bagi anak-anak, tak bisa didapat dari produk SKM",Giveaway Soimah 2 juta untuk 350 orang
Informasi Pihak Kepolisian Akan Bubarkan Warga yang Salat Idul Adha di Jembatan Ampera," ""Kami sudah berkoordinasi dengan panitia, agar lebih teratur panitia meminta bantuan kepada kami untuk melakukan pengaturan mulai dari parkir kendaraan, pengamanan dan juga saat pelaksanaan sholat Idul Adha,"" ujar Kombes Pol M Taslim Chairuddin, Senin (20/8/2018)",“Bulan Purnama tanggal 31 Oktober 2020 akan di tutup dengan Bulan Purnama yang di sebut Blue Moon..”
Pertamina Bantah Mengurangi Kuota BBM Bersubsidi Di Wilayah Solo Raya dan DI Yogyakarta,  Pertamina memberikan klarifikasi atas isu kelangkaan Bahan Bakar Minyak (BBM) yang terjadi di wilayah Solo Raya dan Daerah Istimewa (DI) Yogyakarta,Seorang Ibu Lahirkan 18 Bayi Kembar
